translatedText,text
alailagbara,weakened
alailagbara,weakly
wọ,wear
rirẹ,wearily
igbo,weeds
àdánù,weight
weirdo,weirdo
wen,wen
wench,wench
whack,whack
whim,whim
okùn,whip
ìjì líle,whirlwind
ọti oyinbo,whisky
ẹranko igbó,wildcat
ina igbo,wildfire
imomose,willful
wimp,wimp
ajẹ,witch
ajẹ,witchcraft
yọ kuro,withdraw
rọ,wither
gbẹ,withered
awọn ọrọ,words
kokoro,worm
jijakadi,wrangling
ti bajẹ,wrecked
wrench,wrench
gídígbò,wrestling
aiṣododo,wrongdoing
wry,wry
xenophobia,xenophobia
ariwo,yawning
ifẹkufẹ,yearning
kigbe,yell
ofeefee,yellows
yelp,yelp
zip,zip
