word,machine_translation,human_translation,machine_translation_updated
provide,ba da,samar da,samar da
providing,bayarwa,NA,bayarwa
psalm,zabura,NA,zabura
public,jama'a,NA,jama'a
pull,ja,NA,ja
pulpit,minbari,NA,minbari
punctuality,akan lokaci,NA,akan lokaci
puppy,kwikwiyo,NA,kwikwiyo
purely,zalla,NA,zalla
purification,tsarkakewa,NA,tsarkakewa
purist,purist,tsarkaka,tsarkaka
purity,tsarki,NA,tsarki
purr,purr,kukan mage,kukan mage
qualifying,cancanta,NA,cancanta
quest,nema,NA,nema
question,tambaya,NA,tambaya
quickness,sauri,NA,sauri
quiescent,quiescent,rukunin cima-zaune,rukunin cima-zaune
quinine,quinine,saiwar maganin maleriya,saiwar maganin maleriya
quote,faɗi,NA,faɗi
radiate,haskaka,NA,haskaka
radio,rediyo,NA,rediyo
rave,rave,fati na rawa da kida,fati na rawa da kida
reader,mai karatu,NA,mai karatu
readiness,shiri,NA,shiri
reading,karatu,NA,karatu
real,haqiqa,hakika,hakika
reason,dalili,NA,dalili
rebate,ragi,NA,ragi
recast,sake maimaitawa,NA,sake maimaitawa
received,samu,NA,samu
receiving,karba,NA,karba
recherche,recherche,bincikawa,bincikawa
reciprocate,rama,NA,rama
reclamation,sakewa,NA,sakewa
recline,kwanciya,NA,kwanciya
recognizable,mai ganewa,NA,mai ganewa
reconsideration,sake tunani,NA,sake tunani
reconstruct,sake ginawa,NA,sake ginawa
reconstruction,sake ginawa,NA,sake ginawa
recorder,mai rikodin,mai daukar sauti,mai daukar sauti
recoup,farfadowa,NA,farfadowa
recreation,nishaɗi,NA,nishaɗi
recreational,na nishaɗi,NA,na nishaɗi
redress,gyarawa,NA,gyarawa
reformation,gyarawa,NA,gyarawa
reformer,mai kawo gyara,NA,mai kawo gyara
refurbish,sabuntawa,NA,sabuntawa
regent,mai mulkin,NA,mai mulkin
regressive,koma baya,NA,koma baya
regularity,akai -akai,NA,akai -akai
regulate,daidaita,NA,daidaita
rehabilitate,gyara,NA,gyara
rehabilitation,gyarawa,NA,gyarawa
reimburse,sake biya,NA,sake biya
reimbursement,sake biya,NA,sake biya
reinforcement,ƙarfafawa,NA,ƙarfafawa
reinstate,sake dawowa,NA,sake dawowa
rekindle,sake farfadowa,NA,sake farfadowa
relaxation,shakatawa,NA,shakatawa
relevant,dacewa,NA,dacewa
reliability,aminci,NA,aminci
reliance,dogaro,NA,dogaro
remains,ya rage,ya kasance,ya kasance
remake,sake gyara,NA,sake gyara
remodel,gyara,NA,gyara
render,bayar,NA,bayar
renewal,sabuntawa,NA,sabuntawa
renovate,gyara,NA,gyara
renovation,sabuntawa,NA,sabuntawa
reorganize,sake tsarawa,NA,sake tsarawa
reparation,ramawa,NA,ramawa
repay,biya,kuma biya,kuma biya
repent,tuba,NA,tuba
replenish,sake cika,NA,sake cika
replete,cika,NA,cika
reporter,labaru,mai kawo rahoto,mai kawo rahoto
repose,hutawa,NA,hutawa
represented,wakilci,NA,wakilci
reproductive,haihuwa,NA,haihuwa
reserve,ajiye,NA,ajiye
resident,mazaunin,NA,mazaunin
resistive,m,mai juriya,mai juriya
resolutely,ƙuduri,NA,ƙuduri
resources,albarkatun,NA,albarkatun
respectability,girmamawa,NA,girmamawa
respecting,girmamawa,NA,girmamawa
respects,girmamawa,NA,girmamawa
rest,huta,NA,huta
restitution,ramuwa,NA,ramuwa
restorative,mai gyarawa,NA,mai gyarawa
restraint,kamewa,NA,kamewa
resumption,ci gaba,NA,ci gaba
retention,riƙewa,NA,riƙewa
retirement,ritaya,NA,ritaya
reunion,haduwa,NA,haduwa
revels,revels,yana muwalati,yana muwalati
reverend,girmama,NA,girmama
reverie,girmama,NA,girmama
revise,bita,NA,bita
revolution,juyin juya hali,NA,juyin juya hali
rhythm,kari,amsa amo,amsa amo
rhythmical,rhythmical,amsa amo,amsa amo
ribbon,kintinkiri,kunzugun gashi,kunzugun gashi
rider,mahayi,NA,mahayi
ripe,cikakke,nunanne,nunanne
ripen,cikakke,nuna,nuna
rising,tashi,NA,tashi
riveting,riveting,mai kayatarwa,mai kayatarwa
roadster,dan hanya,NA,dan hanya
rock,dutse,NA,dutse
rod,sanda,NA,sanda
rollicking,mirginawa,NA,mirginawa
romanticism,romanticism,nuna shauki,nuna shauki
romp,romp,lokacin yin nishadi,lokacin yin nishadi
rooted,kafe,NA,kafe
rota,rota,jadawalin ma'aikata,jadawalin ma'aikata
routine,na yau da kullun,NA,na yau da kullun
royalty,sarauta,NA,sarauta
rubric,rubric,tabbatacciyar ka'ida,tabbatacciyar ka'ida
ruth,ruth,damuwa,damuwa
safeguard,tsare,NA,tsare
sage,mai hikima,NA,mai hikima
salary,albashi,NA,albashi
salvation,ceto,NA,ceto
salve,tsira,NA,tsira
samurai,samurai,sojan kasar Sin,sojan kasar Sin
sanctity,tsarkakewa,NA,tsarkakewa
sanctify,tsarkake,NA,tsarkake
sanctuary,Wuri Mai Tsarki,NA,Wuri Mai Tsarki
sanguine,sanguine,mai kwarin guiwa,mai kwarin guiwa
sanitary,tsafta,NA,tsafta
satin,satin,kaya masu sheki,kaya masu sheki
savor,dandano,NA,dandano
savory,mai dadi,NA,mai dadi
scarecrow,tsorata,NA,tsorata
scholar,masani,NA,masani
scholarship,NA,tallafin karatu,tallafin karatu
scientific,kimiyya,NA,kimiyya
scientist,masanin kimiyya,NA,masanin kimiyya
scintilla,scintilla,kankani,kankani
score,Ci,NA,Ci
scribe,marubuci,NA,marubuci
script,rubutun,NA,rubutun
scrumptious,m,mai dadin dandano,mai dadin dandano
sculpture,sassaka,NA,sassaka
sea,teku,NA,teku
seal,hatimi,NA,hatimi
seclusion,warewa,NA,warewa
secretariat,sakatariya,NA,sakatariya
seniority,babba,NA,babba
sense,hankali,NA,hankali
sensibility,hankali,NA,hankali
sensual,sha'awa,NA,sha'awa
sensuality,lalata,NA,lalata
sensuous,sha'awa,NA,sha'awa
sentimental,m,son rai,son rai
sentimentality,motsin rai,NA,motsin rai
sentinel,mai aikawa,NA,mai aikawa
sermon,huduba,NA,huduba
serum,magani,NA,magani
settlor,mazaunin,NA,mazaunin
sex,jima'i,NA,jima'i
shape,siffar,NA,siffar
shapely,fasali,NA,fasali
shelter,mafaka,NA,mafaka
shepherd,makiyayi,NA,makiyayi
shining,haske,NA,haske
shopping,cin kasuwa,NA,cin kasuwa
shoulder,kafada,NA,kafada
shrewd,mai hankali,NA,mai hankali
silk,siliki,NA,siliki
sing,raira waƙa,NA,raira waƙa
singly,na kadaici,NA,na kadaici
sir,sir,yallabai,yallabai
sisterhood,'yar'uwa,NA,'yar'uwa
sky,sama,NA,sama
slate,zamewa,NA,zamewa
slender,siriri,NA,siriri
slim,siriri,NA,siriri
smoothness,santsi,NA,santsi
snicker,snicker,na dariya,na dariya
sobriety,sobriety,buguwa,buguwa
soldier,soja,NA,soja
solidity,ƙarfi,NA,ƙarfi
solvency,solvency,biyan haraji,biyan haraji
sonar,sonar,magwajin zurfin ruwa,magwajin zurfin ruwa
sonata,sonata,kayan kida,kayan kida
sonnet,sonnet,wakar yabo mai layi 14,wakar yabo mai layi 14
sonorous,sonci,yin sauti mai dadi,yin sauti mai dadi
sorter,sihiri,mutane masu tunani daya,mutane masu tunani daya
soup,miya,NA,miya
spa,wurin dima jiki,NA,wurin dima jiki
spaniel,spaniel,Kare mai buzuzun gashi,Kare mai buzuzun gashi
special,na musamman,NA,na musamman
specie,musamman,NA,musamman
spectacle,kallo,NA,kallo
speech,magana,NA,magana
spelling,haruffa,tsara haruffa,tsara haruffa
spice,yaji,NA,yaji
spine,kashin baya,NA,kashin baya
spirits,ruhohi,ruhuna,ruhuna
sponsor,mai tallafawa,majibinci,majibinci
spouse,mata,NA,mata
spruce,spruce,kayatarwa,kayatarwa
staccato,staccato,kidan da aka gimtse,kidan da aka gimtse
stallion,jarumi,NA,jarumi
stalwart,tsayayye,NA,tsayayye
standing,a tsaye,NA,a tsaye
star,tauraro,NA,tauraro
starlight,hasken tauraro,NA,hasken tauraro
starry,taurari,NA,taurari
statement,sanarwa,NA,sanarwa
statue,mutum -mutumi,NA,mutum -mutumi
status,matsayi,NA,matsayi
sterling,Sterling,aiki na kwarai,aiki na kwarai
steward,wakili,NA,wakili
stillness,kwanciyar hankali,NA,kwanciyar hankali
store,shago,NA,shago
strategic,dabaru,NA,dabaru
strategist,mai dabaru,NA,mai dabaru
strongly,karfi,NA,karfi
structure,tsari,NA,tsari
stud,ingarma,NA,ingarma
study,karatu,NA,karatu
substance,abu,NA,abu
succinct,a taƙaice,NA,a taƙaice
succulent,mai nasara,NA,mai nasara
sufficiency,wadata,NA,wadata
sugar,sukari,NA,sukari
sultry,sultry,mai gishiri,mai gishiri
sun,rana,NA,rana
sunny,rana,NA,rana
sunset,faɗuwar rana,NA,faɗuwar rana
superhuman,mutum,babban mutum,babban mutum
superman,babban mutum,NA,babban mutum
superstar,tauraro,NA,tauraro
superstition,camfi,NA,camfi
supplication,addu'a,NA,addu'a
supplies,kayayyaki,yana kawo,yana kawo
supply,wadata,NA,wadata
surety,lamuni,NA,lamuni
surmise,zato,NA,zato
surpassing,wucewa,NA,wucewa
surprise,mamaki,NA,mamaki
surround,kewaye,NA,kewaye
surveying,binciken,NA,binciken
survive,tsira,NA,tsira
swear,rantsuwa,NA,rantsuwa
sweetie,zaki,NA,zaki
sweets,Sweets,yana zakaka,yana zakaka
swim,iyo,NA,iyo
symbolic,na alama,NA,na alama
symmetrical,mai daidaitawa,NA,mai daidaitawa
symmetry,daidaitawa,NA,daidaitawa
symphony,waƙa,NA,waƙa
synchronize,aiki tare,hadawa,hadawa
synergistic,synergistic,gamayya,gamayya
synod,majalisar dattawan,NA,majalisar dattawan
synonymous,ma'ana,ma'ana iri daya,ma'ana iri daya
tact,dabara,NA,dabara
tale,labari,NA,labari
talisman,talisman,jagoran kungiya,jagoran kungiya
talk,magana,NA,magana
tanned,tanned,jemewa,jemewa
task,aiki,NA,aiki
tasteful,m,mai dandano,mai dandano
tasty,dadi,NA,dadi
teach,koyar,NA,koyar
teacher,malami,NA,malami
technology,fasaha,NA,fasaha
teens,matasa,NA,matasa
temperance,hali,NA,hali
tempered,fushi,NA,fushi
tenable,iyawa,NA,iyawa
tenancy,haya,NA,haya
tenant,mai haya,NA,mai haya
tenderness,taushi,NA,taushi
thanksgiving,godiya,NA,godiya
theoretical,ka'idar,na kai'ida,na kai'ida
therapeutic,warkewa,NA,warkewa
therapeutics,magunguna,NA,magunguna
thinker,mai tunani,NA,mai tunani
thoroughbred,zuriya,NA,zuriya
throne,kursiyin,karaga,karaga
tiling,tiling,sharar gona don shuka,sharar gona don shuka
tinsel,tinsel,kwalliya,kwalliya
title,take,NA,take
toast,gasa,gasawa,gasawa
toleration,juriya,NA,juriya
toughness,tauri,NA,tauri
tower,hasumiya,NA,hasumiya
towering,tsayi,NA,tsayi
traditional,na gargajiya,NA,na gargajiya
transcendence,wuce gona da iri,NA,wuce gona da iri
transcendental,mai wuce gona da iri,NA,mai wuce gona da iri
traveling,tafiya,NA,tafiya
treat,bi da,NA,bi da
tree,itace,bishiya,bishiya
trend,yanayin,NA,yanayin
tributary,na haraji,NA,na haraji
tribute,haraji,NA,haraji
trig,jawo,NA,jawo
truce,tsagaita wuta,NA,tsagaita wuta
truth,gaskiya,NA,gaskiya
tutelage,tarbiyya,NA,tarbiyya
tutor,malami,NA,malami
twin,tagwaye,NA,tagwaye
twinkle,walƙiya,NA,walƙiya
ultimately,ƙarshe,NA,ƙarshe
umpire,alƙali,NA,alƙali
unanimity,hadin kai,NA,hadin kai
unanimous,baki ɗaya,NA,baki ɗaya
unassuming,rashin girman kai,NA,rashin girman kai
unbeaten,rashin nasara,NA,rashin nasara
unbreakable,wanda ba zai karye ba,NA,wanda ba zai karye ba
unbridled,mara tsari,NA,mara tsari
unbroken,ba a karye ba,wanda ba ya karyewa,wanda ba ya karyewa
unconstrained,ba a tsare ba,NA,ba a tsare ba
underline,ja layi,NA,ja layi
understanding,fahimta,NA,fahimta
underwrite,sake rubutawa,NA,sake rubutawa
undivided,ba a raba ba,NA,ba a raba ba
undying,m,ki mutu,ki mutu
unexpected,m,rashin tsammani,rashin tsammani
unfold,bayyana,NA,bayyana
unification,haɗin kai,NA,haɗin kai
uniformly,daidai,NA,daidai
unimaginable,wanda ba a iya misaltawa,NA,wanda ba a iya misaltawa
uninfected,wanda bai kamu ba,NA,wanda bai kamu ba
unique,na musamman,NA,na musamman
unison,unison,gamayya,gamayya
unitary,naúrar,NA,naúrar
university,jami'a,NA,jami'a
unpretentious,mara ma'ana,NA,mara ma'ana
unquestioned,babu tambaya,NA,babu tambaya
unscathed,wanda bai tsira ba,NA,wanda bai tsira ba
unsurpassed,mara kyau,NA,mara kyau
untie,kwance,NA,kwance
uphill,tudu,NA,tudu
upright,a mike,NA,a mike
usher,usher,iska,iska
usual,saba,kullum,kullum
utility,mai amfani,NA,mai amfani
utopian,utopian,na sabon muhallin a'lumma,na sabon muhallin a'lumma
vacation,hutu,NA,hutu
vaccine,allurar rigakafi,NA,allurar rigakafi
vanguard,tsare,NA,tsare
vanquish,cin nasara,NA,cin nasara
velvet,karammiski,NA,karammiski
velvety,velvety,na karammiski,na karammiski
venerable,mai daraja,NA,mai daraja
veneration,girmamawa,NA,girmamawa
veracity,gaskiya,NA,gaskiya
verdant,verdant,mai launin Kore,mai launin Kore
verification,tabbatarwa,NA,tabbatarwa
verified,tabbatar,NA,tabbatar
verily,hakika,NA,hakika
vernal,harshe,NA,harshe
verve,tabbata,NA,tabbata
veteran,tsohon soja,gwani,gwani
vicar,vicar,mataimakin jagoran majami'a,mataimakin jagoran majami'a
victor,mai nasara,NA,mai nasara
vigor,ƙarfi,NA,ƙarfi
vigorous,karfi,NA,karfi
villager,ƙauyen,dan kauye,dan kauye
vindication,tabbatarwa,NA,tabbatarwa
virgin,budurwa,NA,budurwa
virginity,budurci,NA,budurci
visit,ziyarci,NA,ziyarci
visitor,baƙo,NA,baƙo
vital,m,bayyananne,bayyananne
vocabulary,ƙamus,kalmomi,kalmomi
volunteer,mai sa kai,NA,mai sa kai
voluptuous,son rai,NA,son rai
vote,jefa ƙuri'a,NA,jefa ƙuri'a
vow,alwashi,NA,alwashi
wages,albashi,NA,albashi
warranty,garanti,NA,garanti
warrior,jarumi,NA,jarumi
watchdog,mai tsaro,NA,mai tsaro
watchful,m,mai kula,mai kula
watchman,mai tsaro,NA,mai tsaro
waterproof,mai hana ruwa,NA,mai hana ruwa
weatherproof,mai hana ruwa,NA,mai hana ruwa
weight,nauyi,NA,nauyi
white,fari,NA,fari
whiteness,fari,NA,fari
wicket,wicket,tsayayyun sanduna uku na wasan kirket,tsayayyun sanduna uku na wasan kirket
widespread,yaduwa,NA,yaduwa
winnings,cin nasara,NA,cin nasara
wireless,mara waya,NA,mara waya
wis,hikima,NA,hikima
wit,sani,NA,sani
withstand,tsayayya,NA,tsayayya
wits,wits,kaifin basira,kaifin basira
wizard,mayen,NA,mayen
womb,ciki,NA,ciki
word,kalma,NA,kalma
working,aiki,NA,aiki
worship,ibada,NA,ibada
wot,wot,kaifin basira,kaifin basira
writer,marubuci,NA,marubuci
young,matashi,NA,matashi
younger,ƙarami,NA,ƙarami
youth,matasa,NA,matasa
lean,jingina,NA,jingina
spellbind,mai kyau,NA,mai kyau
sanctification,NA,abinda yake daukaka mutum,abinda yake daukaka mutum
